CD_MUN;NM_MUN; V06001 ; V06002 ; V06003 ; V06004 ; V06005 
4308854;Gentil; 646 ; 1.744 ; 2 ; 16.440 ; 31.556.190.142 
3144805;Nova Lima; 39.803 ; 111.262 ; 2 ; 7.573 ; 143.548.838 
4322855;Vespasiano Corrêa; 642 ; 1.813 ; 2 ; 6.955 ; 131.294.770 
3548807;São Caetano do Sul; 61.987 ; 164.930 ; 2 ; 6.554 ; 69.757.873 
4205407;Florianópolis; 219.705 ; 532.813 ; 2 ; 6.174 ; 66.737.968 
3547304;Santana de Parnaíba; 52.310 ; 154.045 ; 2 ; 6.131 ; 98.060.565 
3556701;Vinhedo; 27.415 ; 76.282 ; 2 ; 6.112 ; 75.813.219 
3303302;Niterói; 194.446 ; 479.961 ; 2 ; 6.097 ; 97.490.344 
4202008;Balneário Camboriú; 57.862 ; 138.701 ; 2 ; 6.075 ; 52.787.278 
3205309;Vitória; 128.610 ; 322.231 ; 2 ; 5.961 ; 101.829.423 
3556206;Valinhos; 46.354 ; 126.069 ; 2 ; 5.794 ; 80.940.444 
5300108;Brasília; 988.076 ; 2.792.471 ; 2 ; 5.784 ; 211.007.412 
3548500;Santos; 167.455 ; 416.760 ; 2 ; 5.690 ; 171.670.219 
4311718;Maçambará; 1.631 ; 4.424 ; 2 ; 5.536 ; 16.069.244.806 
4310751;Ivorá; 740 ; 1.916 ; 2 ; 5.535 ; 5.507.949.301 
4210555;Marema; 742 ; 2.184 ; 2 ; 5.440 ; 100.552.356 
4312617;Muitos Capões; 1.093 ; 2.871 ; 2 ; 5.420 ; 8.338.718.270 
3138906;Machacalis; 2.434 ; 6.484 ; 2 ; 5.417 ; 34.541.198.756 
4106902;Curitiba; 685.853 ; 1.766.164 ; 2 ; 5.395 ; 104.719.485 
4314902;Porto Alegre; 558.228 ; 1.322.515 ; 2 ; 5.384 ; 304.104.440 
4219606;Xavantina; 1.253 ; 3.651 ; 2 ; 5.292 ; 84.063.786 
3536505;Paulínia; 37.887 ; 110.116 ; 2 ; 5.224 ; 36.773.651 
4116950;Nova Esperança do Sudoeste; 2.055 ; 5.597 ; 2 ; 5.209 ; 106.016.623 
3505708;Barueri; 109.448 ; 316.209 ; 2 ; 5.055 ; 415.017.644 
3525904;Jundiaí; 163.202 ; 441.242 ; 2 ; 5.054 ; 38.236.309 
3500907;Altair; 1.278 ; 3.439 ; 2 ; 5.023 ; 8.461.424.696 
4212239;Paraíso; 1.574 ; 4.240 ; 2 ; 5.013 ; 66.582.869 
4206405;Guaraciaba; 3.986 ; 10.790 ; 1 ; 5.003 ; 82.397.810 
3520509;Indaiatuba; 90.742 ; 255.128 ; 2 ; 4.974 ; 84.629.450 
3550308;São Paulo; 4.307.291 ; 11.394.012 ; 2 ; 4.962 ; 196.373.091 
4103024;Boa Esperança do Iguaçu; 881 ; 2.442 ; 1 ; 4.954 ; 117.995.343 
4316204;Rondinha; 1.755 ; 4.980 ; 2 ; 4.942 ; 69.111.702 
4313334;Nova Ramada; 864 ; 2.163 ; 1 ; 4.941 ; 87.182.338 
4218756;Tunápolis; 1.764 ; 4.904 ; 2 ; 4.846 ; 90.823.271 
4216255;São João do Oeste; 2.347 ; 6.272 ; 1 ; 4.831 ; 67.043.206 
4209003;Joaçaba; 11.769 ; 29.991 ; 2 ; 4.823 ; 822.246.720 
4208302;Itapema; 27.423 ; 75.690 ; 2 ; 4.816 ; 39.546.162 
3106200;Belo Horizonte; 889.554 ; 2.306.089 ; 2 ; 4.770 ; 227.587.572 
4314134;Paulo Bento; 793 ; 2.144 ; 2 ; 4.732 ; 69.402.087 
3509502;Campinas; 429.504 ; 1.134.756 ; 2 ; 4.699 ; 55.300.925 
4126652;Sulina; 1.340 ; 3.438 ; 1 ; 4.689 ; 73.406.847 
5208707;Goiânia; 549.053 ; 1.434.371 ; 2 ; 4.654 ; 194.173.915 
4209201;Lacerdópolis; 828 ; 2.241 ; 2 ; 4.636 ; 33.121.821 
4304903;Casca; 3.614 ; 9.433 ; 2 ; 4.629 ; 52.391.808 
4212700;Petrolândia; 2.443 ; 6.715 ; 1 ; 4.612 ; 229.459.600 
4322350;União da Serra; 436 ; 1.170 ; 1 ; 4.609 ; 49.955.944 
2304285;Eusébio; 25.102 ; 74.073 ; 2 ; 4.608 ; 60.973.682 
4115200;Maringá; 156.493 ; 407.140 ; 2 ; 4.585 ; 50.087.135 
4315354;Quinze de Novembro; 1.503 ; 3.860 ; 1 ; 4.581 ; 75.598.771 
3543402;Ribeirão Preto; 265.904 ; 694.238 ; 2 ; 4.580 ; 322.421.228 
4305850;Coqueiros do Sul; 894 ; 2.205 ; 1 ; 4.551 ; 93.042.684 
4202099;Barra Bonita; 611 ; 1.661 ; 2 ; 4.546 ; 99.581.928 
5103403;Cuiabá; 232.190 ; 646.540 ; 2 ; 4.524 ; 48.168.825 
3304557;Rio de Janeiro; 2.436.621 ; 6.173.590 ; 2 ; 4.480 ; 160.790.072 
3547809;Santo André; 280.354 ; 745.559 ; 2 ; 4.436 ; 37.743.118 
4208005;Itá; 2.686 ; 7.025 ; 2 ; 4.434 ; 64.686.400 
3137601;Lagoa Santa; 27.423 ; 74.943 ; 2 ; 4.423 ; 2.692.369.449 
4322343;Ubiretama; 766 ; 1.982 ; 1 ; 4.414 ; 48.076.427 
3549904;São José dos Campos; 247.851 ; 695.155 ; 2 ; 4.414 ; 111.431.580 
4107405;Enéas Marques; 2.207 ; 5.980 ; 2 ; 4.401 ; 85.160.776 
4312674;Nicolau Vergueiro; 769 ; 1.924 ; 1 ; 4.329 ; 45.737.708 
4209458;Lajeado Grande; 584 ; 1.699 ; 2 ; 4.322 ; 56.888.185 
4323507;Vista Alegre; 1.010 ; 2.645 ; 2 ; 4.319 ; 91.534.021 
5105259;Lucas do Rio Verde; 27.712 ; 83.535 ; 2 ; 4.307 ; 597.203.636 
4202578;Bom Jesus do Oeste; 804 ; 2.181 ; 1 ; 4.303 ; 36.656.081 
3500600;Águas de São Pedro; 1.153 ; 2.779 ; 2 ; 4.289 ; 19.084.509 
3519055;Holambra; 5.163 ; 15.052 ; 2 ; 4.288 ; 34.880.444 
4208955;Jardinópolis; 676 ; 1.776 ; 1 ; 4.283 ; 53.350.160 
3205200;Vila Velha; 177.105 ; 458.712 ; 2 ; 4.272 ; 308.065.645 
5107925;Sorriso; 37.030 ; 110.139 ; 2 ; 4.272 ; 61.415.637 
3124401;Espírito Santo do Dourado; 2.141 ; 6.099 ; 2 ; 4.265 ; 9.779.180.463 
4208401;Itapiranga; 6.004 ; 16.621 ; 2 ; 4.255 ; 51.134.186 
4217758;Sul Brasil; 999 ; 2.832 ; 2 ; 4.247 ; 67.211.843 
4312757;Nova Alvorada; 1.170 ; 3.157 ; 1 ; 4.243 ; 75.732.746 
4202404;Blumenau; 137.275 ; 358.531 ; 2 ; 4.230 ; 42.843.196 
4310462;Ipiranga do Sul; 675 ; 1.717 ; 1 ; 4.227 ; 52.589.269 
4206751;Ibiam; 716 ; 2.003 ; 2 ; 4.214 ; 42.868.665 
4300059;Água Santa; 1.378 ; 3.902 ; 2 ; 4.214 ; 75.103.098 
4316907;Santa Maria; 106.295 ; 268.699 ; 2 ; 4.189 ; 1.154.383.149 
4113700;Londrina; 209.364 ; 552.029 ; 2 ; 4.181 ; 47.309.635 
4300703;Anta Gorda; 2.235 ; 5.954 ; 2 ; 4.175 ; 61.812.209 
3513009;Cotia; 95.886 ; 273.606 ; 2 ; 4.174 ; 208.905.892 
4210902;Modelo; 1.531 ; 4.080 ; 1 ; 4.173 ; 37.682.482 
4318440;São Jorge; 1.083 ; 2.909 ; 2 ; 4.167 ; 67.286.541 
1721000;Palmas; 105.951 ; 301.375 ; 2 ; 4.166 ; 156.720.899 
5200803;Alvorada do Norte; 2.954 ; 8.444 ; 2 ; 4.164 ; 13.543.480.489 
3549805;São José do Rio Preto; 185.594 ; 477.318 ; 2 ; 4.162 ; 94.301.889 
2605459;Fernando de Noronha; 717 ; 2.147 ; 3 ; 4.161 ; 29.983.252 
3548708;São Bernardo do Campo; 300.644 ; 809.581 ; 2 ; 4.147 ; 133.488.944 
3501608;Americana; 89.200 ; 236.501 ; 2 ; 4.146 ; 36.751.250 
4208203;Itajaí; 94.053 ; 262.626 ; 2 ; 4.144 ; 39.045.392 
4216602;São José; 105.573 ; 269.440 ; 2 ; 4.142 ; 46.756.933 
5102702;Canarana; 8.869 ; 25.725 ; 3 ; 4.141 ; 84.122.712 
3551108;Sarapuí; 3.706 ; 10.289 ; 2 ; 4.139 ; 2.096.023.950 
4204202;Chapecó; 92.889 ; 251.823 ; 2 ; 4.136 ; 673.700.335 
2611606;Recife; 547.443 ; 1.479.478 ; 2 ; 4.113 ; 307.571.267 
5107875;Sapezal; 9.279 ; 27.676 ; 2 ; 4.084 ; 243.843.595 
4301503;Augusto Pestana; 2.834 ; 7.149 ; 1 ; 4.067 ; 63.954.570 
4320305;Selbach; 1.973 ; 5.066 ; 1 ; 4.064 ; 36.125.010 
3552205;Sorocaba; 261.524 ; 719.468 ; 2 ; 4.062 ; 96.707.346 
4317558;Santo Antônio do Palma; 748 ; 2.091 ; 2 ; 4.052 ; 52.546.385 
4303558;Camargo; 1.125 ; 2.971 ; 1 ; 4.050 ; 50.780.991 
5104526;Ipiranga do Norte; 2.546 ; 7.638 ; 2 ; 4.050 ; 423.963.157 
5107909;Sinop; 68.502 ; 195.391 ; 2 ; 4.044 ; 150.475.905 
5106224;Nova Mutum; 18.165 ; 55.525 ; 2 ; 4.041 ; 744.121.024 
4204004;Catanduvas; 3.813 ; 10.539 ; 2 ; 4.039 ; 4.381.500.480 
3170305;Umburatiba; 1.040 ; 2.681 ; 2 ; 4.035 ; 6.239.122.794 
4216701;São José do Cedro; 5.336 ; 14.024 ; 1 ; 4.034 ; 64.910.386 
3504107;Atibaia; 56.506 ; 157.753 ; 2 ; 4.021 ; 27.249.978 
3556800;Viradouro; 6.225 ; 17.364 ; 2 ; 4.019 ; 11.364.436.157 
4215208;Romelândia; 1.859 ; 4.803 ; 2 ; 4.015 ; 60.833.631 
4209102;Joinville; 221.957 ; 612.327 ; 2 ; 4.010 ; 102.097.239 
4207700;Ipumirim; 2.812 ; 7.816 ; 2 ; 4.001 ; 40.851.865 
4313011;Nova Candelária; 1.182 ; 3.061 ; 1 ; 3.997 ; 34.324.296 
4310538;Itaara; 2.111 ; 5.530 ; 2 ; 3.992 ; 39.311.117 
4207577;Iomerê; 1.066 ; 2.877 ; 1 ; 3.992 ; 36.432.908 
4315172;Protásio Alves; 752 ; 2.025 ; 1 ; 3.991 ; 55.409.111 
4118501;Pato Branco; 34.313 ; 91.622 ; 2 ; 3.991 ; 143.612.207 
4314787;Ponte Preta; 585 ; 1.575 ; 1 ; 3.990 ; 70.962.981 
5002951;Chapadão do Sul; 10.886 ; 30.743 ; 2 ; 3.989 ; 139.446.135 
4317954;Santo Expedito do Sul; 916 ; 2.349 ; 1 ; 3.983 ; 46.211.357 
3538709;Piracicaba; 155.403 ; 419.769 ; 2 ; 3.983 ; 51.752.527 
3524006;Itupeva; 23.683 ; 70.531 ; 2 ; 3.981 ; 24.560.169 
4305934;Coronel Pilar; 565 ; 1.607 ; 2 ; 3.973 ; 12.722.477 
3539400;Piratininga; 5.240 ; 14.964 ; 2 ; 3.970 ; 22.165.994 
4323804;Xangri-lá; 5.790 ; 16.423 ; 2 ; 3.969 ; 423.999.695 
4301925;Barra do Rio Azul; 620 ; 1.696 ; 2 ; 3.967 ; 46.764.297 
4310009;Ibirubá; 8.365 ; 21.490 ; 1 ; 3.965 ; 32.041.552 
4214805;Rio do Sul; 27.416 ; 72.189 ; 2 ; 3.963 ; 66.406.097 
4207650;Iporã do Oeste; 3.401 ; 9.263 ; 2 ; 3.956 ; 39.557.255 
4304804;Carlos Barbosa; 11.648 ; 30.358 ; 1 ; 3.954 ; 103.683.341 
4200408;Água Doce; 2.427 ; 6.487 ; 2 ; 3.950 ; 63.999.713 
4211405;Nova Erechim; 1.874 ; 5.155 ; 2 ; 3.948 ; 39.457.700 
4210035;Luzerna; 2.283 ; 5.786 ; 1 ; 3.948 ; 23.130.176 
4323606;Vista Alegre do Prata; 573 ; 1.586 ; 2 ; 3.940 ; 52.752.787 
5107040;Primavera do Leste; 28.965 ; 84.687 ; 2 ; 3.931 ; 23.342.742 
5107065;Querência; 8.433 ; 26.189 ; 2 ; 3.919 ; 41.800.560 
3506003;Bauru; 139.983 ; 371.336 ; 2 ; 3.914 ; 49.447.648 
4202701;Botuverá; 1.973 ; 5.355 ; 2 ; 3.910 ; 2.074.190.151 
4211801;Ouro; 2.653 ; 7.015 ; 2 ; 3.899 ; 29.335.818 
4306130;Cruzaltense; 616 ; 1.635 ; 1 ; 3.896 ; 62.005.965 
4104808;Cascavel; 129.849 ; 345.791 ; 2 ; 3.882 ; 56.890.933 
4215554;Santa Helena; 881 ; 2.423 ; 2 ; 3.863 ; 81.006.311 
4312625;Muliterno; 602 ; 1.706 ; 2 ; 3.862 ; 58.112.740 
5108006;Tapurah; 4.598 ; 14.048 ; 2 ; 3.862 ; 14.808.236 
4204459;Coronel Martins; 762 ; 2.060 ; 1 ; 3.862 ; 46.526.950 
4218509;Treze Tílias; 3.249 ; 8.770 ; 2 ; 3.862 ; 37.110.386 
3524709;Jaguariúna; 21.437 ; 59.124 ; 2 ; 3.854 ; 24.875.615 
3556453;Vargem Grande Paulista; 17.645 ; 50.315 ; 2 ; 3.851 ; 25.010.238 
4311270;Lagoa dos Três Cantos; 654 ; 1.731 ; 1 ; 3.844 ; 33.640.062 
3523404;Itatiba; 43.737 ; 121.174 ; 2 ; 3.839 ; 23.880.597 
4208906;Jaraguá do Sul; 66.374 ; 181.962 ; 2 ; 3.838 ; 34.436.151 
4209854;Lindóia do Sul; 1.637 ; 4.525 ; 2 ; 3.837 ; 36.906.176 
4312351;Montauri; 535 ; 1.493 ; 2 ; 3.836 ; 19.666.908 
4316733;Santa Cecília do Sul; 617 ; 1.674 ; 2 ; 3.833 ; 40.938.734 
4309100;Gramado; 15.381 ; 40.024 ; 2 ; 3.831 ; 27.364.868 
4214151;Princesa; 1.093 ; 2.958 ; 1 ; 3.831 ; 44.772.767 
4304952;Caseiros; 1.110 ; 2.998 ; 2 ; 3.829 ; 57.678.797 
4314100;Passo Fundo; 81.729 ; 204.776 ; 2 ; 3.828 ; 34.777.783 
3303104;Natividade; 5.683 ; 14.980 ; 2 ; 3.828 ; 11.853.289.775 
5002704;Campo Grande; 325.830 ; 891.107 ; 2 ; 3.824 ; 30.135.938 
4319372;São Pedro do Butiá; 1.169 ; 3.069 ; 1 ; 3.822 ; 48.533.063 
4302105;Bento Gonçalves; 48.809 ; 122.519 ; 1 ; 3.820 ; 154.514.118 
3548906;São Carlos; 96.611 ; 253.661 ; 2 ; 3.820 ; 32.807.818 
5107263;Santo Afonso; 952 ; 2.505 ; 2 ; 3.819 ; 755.090.460 
4209177;Jupiá; 947 ; 2.551 ; 1 ; 3.816 ; 35.548.137 
4206108;Grão-Pará; 2.174 ; 6.264 ; 2 ; 3.815 ; 49.063.442 
3545209;Salto; 46.786 ; 134.069 ; 2 ; 3.814 ; 1.172.705.630 
4204608;Criciúma; 79.750 ; 212.139 ; 2 ; 3.804 ; 34.932.584 
1703073;Barra do Ouro; 1.363 ; 4.475 ; 3 ; 3.802 ; 7.021.210.078 
4323200;Victor Graeff; 1.098 ; 2.767 ; 1 ; 3.799 ; 26.929.120 
5100250;Alta Floresta; 20.918 ; 58.451 ; 2 ; 3.792 ; 1.291.630.560 
2800308;Aracaju; 218.498 ; 601.335 ; 2 ; 3.791 ; 31.383.130 
4305108;Caxias do Sul; 184.835 ; 461.758 ; 2 ; 3.787 ; 82.581.012 
4314548;Pinto Bandeira; 919 ; 2.693 ; 2 ; 3.774 ; 10.148.377 
4217204;São Miguel do Oeste; 17.296 ; 44.095 ; 1 ; 3.773 ; 20.241.762 
4211454;Nova Itaberaba; 1.684 ; 4.536 ; 2 ; 3.771 ; 19.282.924 
4314001;Paraí; 2.654 ; 7.194 ; 1 ; 3.768 ; 36.378.127 
4320230;Sede Nova; 1.068 ; 2.688 ; 1 ; 3.754 ; 81.643.047 
3109006;Brumadinho; 13.867 ; 38.672 ; 2 ; 3.743 ; 32.402.917 
4212809;Balneário Piçarras; 9.832 ; 27.018 ; 2 ; 3.731 ; 16.731.176 
4123808;Santa Izabel do Oeste; 5.176 ; 14.048 ; 2 ; 3.730 ; 35.420.816 
4119152;Pinhais; 45.875 ; 126.394 ; 2 ; 3.728 ; 85.112.784 
3554805;Tremembé; 15.140 ; 44.335 ; 2 ; 3.726 ; 20.921.153 
4212601;Peritiba; 1.200 ; 2.992 ; 1 ; 3.722 ; 26.926.005 
5205109;Catalão; 42.423 ; 113.904 ; 2 ; 3.721 ; 2.459.057.372 
4217154;São Miguel da Boa Vista; 662 ; 1.781 ; 1 ; 3.715 ; 413.830.153 
3170206;Uberlândia; 267.966 ; 710.956 ; 2 ; 3.714 ; 53.738.021 
2403251;Parnamirim; 90.149 ; 252.362 ; 2 ; 3.711 ; 773.471.281 
4305871;Coronel Barros; 1.092 ; 2.808 ; 1 ; 3.711 ; 29.625.079 
4205704;Garopaba; 11.257 ; 29.798 ; 2 ; 3.705 ; 17.260.480 
4303400;Caiçara; 1.854 ; 4.815 ; 1 ; 3.705 ; 301.367.169 
4313003;Nova Bréscia; 1.213 ; 3.044 ; 1 ; 3.700 ; 16.194.904 
4213500;Porto Belo; 9.875 ; 27.531 ; 2 ; 3.693 ; 13.041.321 
5102686;Campos de Júlio; 2.880 ; 8.587 ; 2 ; 3.692 ; 17.123.009 
4312906;Nova Bassano; 3.291 ; 9.606 ; 2 ; 3.689 ; 19.078.113 
4310801;Ivoti; 8.616 ; 22.840 ; 1 ; 3.688 ; 18.127.291 
3503208;Araraquara; 92.504 ; 240.399 ; 2 ; 3.686 ; 105.816.408 
4108403;Francisco Beltrão; 36.855 ; 95.366 ; 2 ; 3.684 ; 39.208.766 
4323408;Vila Maria; 1.646 ; 4.381 ; 2 ; 3.682 ; 38.997.331 
2408102;Natal; 270.031 ; 748.717 ; 2 ; 3.680 ; 145.418.731 
4317905;Santo Cristo; 5.911 ; 15.271 ; 1 ; 3.673 ; 43.702.065 
3554102;Taubaté; 112.832 ; 309.631 ; 2 ; 3.672 ; 43.466.190 
4216107;São Domingos; 3.453 ; 9.201 ; 2 ; 3.671 ; 20.723.829 
2919207;Lauro de Freitas; 75.297 ; 202.583 ; 2 ; 3.669 ; 965.196.093 
4205605;Galvão; 1.155 ; 3.167 ; 2 ; 3.667 ; 46.341.047 
4219101;Vargeão; 1.291 ; 3.633 ; 2 ; 3.666 ; 39.839.061 
4308706;Gaurama; 2.197 ; 5.579 ; 1 ; 3.661 ; 37.894.961 
4202909;Brusque; 50.275 ; 140.884 ; 2 ; 3.661 ; 40.572.985 
5102637;Campo Novo do Parecis; 15.294 ; 45.382 ; 2 ; 3.660 ; 18.940.563 
4208609;Jaborá; 1.543 ; 4.302 ; 2 ; 3.660 ; 44.606.018 
3503901;Arujá; 29.334 ; 86.539 ; 2 ; 3.660 ; 28.320.535 
3520442;Ilha Solteira; 9.704 ; 25.534 ; 2 ; 3.657 ; 14.675.765 
4321634;Três Arroios; 1.028 ; 2.591 ; 1 ; 3.656 ; 26.213.949 
5205471;Chapadão do Céu; 4.286 ; 12.840 ; 2 ; 3.656 ; 17.856.814 
4200556;Águas Frias; 1.026 ; 2.839 ; 1 ; 3.655 ; 26.556.902 
4311403;Lajeado; 37.971 ; 93.021 ; 1 ; 3.654 ; 21.747.241 
3530805;Mogi Mirim; 33.775 ; 91.894 ; 2 ; 3.653 ; 24.558.298 
3533403;Nova Odessa; 22.189 ; 61.886 ; 2 ; 3.652 ; 17.827.294 
4307005;Erechim; 42.109 ; 105.006 ; 1 ; 3.644 ; 19.327.277 
4312658;Não-Me-Toque; 6.974 ; 17.797 ; 1 ; 3.641 ; 19.795.051 
4308607;Garibaldi; 13.395 ; 34.261 ; 1 ; 3.638 ; 18.422.177 
3546702;Santa Gertrudes; 8.137 ; 23.471 ; 2 ; 3.634 ; 5.024.368.970 
3541406;Presidente Prudente; 85.258 ; 223.757 ; 2 ; 3.631 ; 63.992.094 
4313466;Novo Xingu; 622 ; 1.646 ; 1 ; 3.629 ; 36.337.946 
3534401;Osasco; 261.463 ; 725.608 ; 2 ; 3.626 ; 113.878.215 
4212908;Pinhalzinho; 8.160 ; 21.917 ; 2 ; 3.624 ; 29.635.009 
3526803;Lençóis Paulista; 22.815 ; 66.253 ; 2 ; 3.623 ; 648.150.856 
4121406;Realeza; 7.426 ; 19.205 ; 2 ; 3.622 ; 25.221.495 
4310207;Ijuí; 32.532 ; 83.879 ; 2 ; 3.620 ; 23.246.406 
5107743;Santa Cruz do Xingu; 886 ; 2.610 ; 2 ; 3.617 ; 67.536.204 
4211900;Palhoça; 81.729 ; 221.553 ; 2 ; 3.611 ; 92.188.027 
3304201;Resende; 48.190 ; 128.758 ; 2 ; 3.610 ; 1.468.398.137 
2503209;Cabedelo; 22.762 ; 66.237 ; 2 ; 3.610 ; 75.099.371 
4117909;Palotina; 12.654 ; 34.921 ; 2 ; 3.608 ; 26.863.018 
4305405;Chiapetta; 1.523 ; 3.912 ; 2 ; 3.604 ; 34.095.995 
3136702;Juiz de Fora; 210.912 ; 536.855 ; 2 ; 3.603 ; 251.796.820 
4316808;Santa Cruz do Sul; 53.649 ; 132.214 ; 1 ; 3.600 ; 311.791.726 
4214300;Rancho Queimado; 1.246 ; 3.273 ; 2 ; 3.599 ; 18.455.224 
4304606;Canoas; 132.820 ; 344.790 ; 2 ; 3.594 ; 20.842.590 
4219705;Xaxim; 11.645 ; 31.895 ; 2 ; 3.589 ; 17.039.845 
4216909;São Lourenço do Oeste; 8.983 ; 24.639 ; 2 ; 3.588 ; 31.641.375 
5100201;Água Boa; 10.342 ; 28.663 ; 2 ; 3.587 ; 20.299.639 
4301701;Barão de Cotegipe; 2.680 ; 7.054 ; 2 ; 3.582 ; 119.850.745 
3550605;São Roque; 28.460 ; 79.276 ; 2 ; 3.582 ; 21.638.549 
4200804;Anchieta; 2.276 ; 5.934 ; 1 ; 3.579 ; 42.620.245 
4218707;Tubarão; 42.129 ; 109.328 ; 2 ; 3.579 ; 18.446.782 
4300034;Aceguá; 1.573 ; 4.153 ; 2 ; 3.576 ; 48.028.297 
4309605;Horizontina; 7.624 ; 18.788 ; 1 ; 3.576 ; 17.172.588 
4316105;Ronda Alta; 3.548 ; 9.703 ; 2 ; 3.570 ; 47.743.350 
4304309;Cândido Godói; 2.439 ; 6.293 ; 1 ; 3.563 ; 38.773.466 
4308201;Flores da Cunha; 11.799 ; 30.857 ; 1 ; 3.560 ; 15.536.080 
4305603;Colorado; 1.280 ; 3.253 ; 1 ; 3.558 ; 19.398.302 
4201901;Aurora; 2.431 ; 6.767 ; 2 ; 3.557 ; 23.053.023 
3543907;Rio Claro; 74.059 ; 200.259 ; 2 ; 3.556 ; 19.222.494 
3529005;Marília; 88.375 ; 235.826 ; 2 ; 3.552 ; 172.000.500 
4107207;Dois Vizinhos; 16.962 ; 44.758 ; 2 ; 3.551 ; 26.029.913 
4119905;Ponta Grossa; 127.640 ; 356.210 ; 2 ; 3.550 ; 22.824.187 
4108304;Foz do Iguaçu; 100.226 ; 282.252 ; 2 ; 3.549 ; 21.056.088 
4217907;Tangará; 3.050 ; 8.138 ; 2 ; 3.549 ; 12.049.592 
4204400;Coronel Freitas; 3.721 ; 10.359 ; 2 ; 3.548 ; 29.344.513 
4217501;Seara; 6.667 ; 18.609 ; 2 ; 3.545 ; 26.639.473 
2507507;João Pessoa; 296.192 ; 828.388 ; 2 ; 3.544 ; 49.781.965 
4215752;São Bernardino; 975 ; 2.671 ; 2 ; 3.541 ; 30.313.435 
3507605;Bragança Paulista; 63.424 ; 176.330 ; 2 ; 3.540 ; 18.460.374 
4119806;Planalto; 5.306 ; 14.318 ; 2 ; 3.539 ; 214.693.995 
4127700;Toledo; 56.386 ; 150.015 ; 2 ; 3.539 ; 20.012.226 
4204103;Caxambu do Sul; 1.675 ; 4.612 ; 2 ; 3.530 ; 26.788.267 
4218202;Timbó; 16.731 ; 46.035 ; 2 ; 3.530 ; 18.085.305 
4313904;Panambi; 16.485 ; 43.407 ; 1 ; 3.525 ; 16.688.644 
4206504;Guaramirim; 16.297 ; 46.605 ; 2 ; 3.525 ; 43.595.774 
3507506;Botucatu; 54.408 ; 144.597 ; 2 ; 3.523 ; 35.539.868 
4218855;União do Oeste; 1.026 ; 2.774 ; 1 ; 3.520 ; 41.621.994 
4212007;Palma Sola; 2.781 ; 7.591 ; 2 ; 3.517 ; 33.777.991 
3502804;Araçatuba; 77.766 ; 199.516 ; 2 ; 3.516 ; 24.289.264 
3530607;Mogi das Cruzes; 158.668 ; 450.620 ; 2 ; 3.515 ; 128.532.745 
4315313;Quatro Irmãos; 577 ; 1.552 ; 2 ; 3.505 ; 44.676.041 
5003702;Dourados; 85.946 ; 241.105 ; 2 ; 3.499 ; 38.662.985 
4312955;Nova Boa Vista; 796 ; 2.042 ; 1 ; 3.490 ; 26.029.584 
4323358;Vila Lângaro; 774 ; 2.079 ; 1 ; 3.489 ; 26.769.980 
4303707;Campina das Missões; 2.301 ; 5.882 ; 1 ; 3.488 ; 37.716.385 
4302220;Boa Vista do Cadeado; 851 ; 2.219 ; 1 ; 3.487 ; 51.112.591 
4206801;Ibicaré; 1.250 ; 3.267 ; 2 ; 3.486 ; 44.196.479 
4107538;Entre Rios do Oeste; 1.711 ; 4.572 ; 2 ; 3.484 ; 26.463.885 
4204905;Descanso; 3.128 ; 8.505 ; 2 ; 3.480 ; 26.401.455 
4219507;Xanxerê; 19.294 ; 51.364 ; 2 ; 3.478 ; 20.420.156 
3523909;Itu; 59.531 ; 167.675 ; 2 ; 3.478 ; 63.242.748 
4318051;São Domingos do Sul; 1.057 ; 2.749 ; 1 ; 3.478 ; 28.154.328 
4104303;Campo Mourão; 37.340 ; 98.779 ; 2 ; 3.475 ; 130.178.409 
3138625;Limeira do Oeste; 3.320 ; 8.650 ; 2 ; 3.475 ; 1.966.298.117 
5218805;Rio Verde; 80.442 ; 224.725 ; 2 ; 3.470 ; 26.616.075 
3502903;Araçoiaba da Serra; 11.775 ; 32.316 ; 2 ; 3.469 ; 16.296.251 
4205001;Dionísio Cerqueira; 5.630 ; 14.977 ; 2 ; 3.468 ; 48.607.796 
3302403;Macaé; 92.682 ; 246.031 ; 2 ; 3.466 ; 33.371.672 
3541000;Praia Grande; 130.031 ; 348.501 ; 2 ; 3.466 ; 140.722.694 
4318606;São José do Ouro; 2.738 ; 6.834 ; 1 ; 3.464 ; 31.742.406 
4321329;Taquaruçu do Sul; 1.136 ; 3.108 ; 2 ; 3.461 ; 46.294.402 
3148004;Patos de Minas; 61.090 ; 158.633 ; 2 ; 3.460 ; 62.931.926 
4214607;Rio do Oeste; 2.731 ; 7.607 ; 2 ; 3.457 ; 32.319.519 
4313201;Nova Petrópolis; 9.041 ; 23.109 ; 2 ; 3.454 ; 14.570.865 
4307864;Fagundes Varela; 883 ; 2.566 ; 2 ; 3.452 ; 20.900.646 
4308508;Frederico Westphalen; 12.715 ; 32.392 ; 1 ; 3.451 ; 31.588.949 
3164308;São Roque de Minas; 2.726 ; 7.059 ; 2 ; 3.450 ; 37.120.775 
3151800;Poços de Caldas; 63.167 ; 163.370 ; 2 ; 3.447 ; 18.785.420 
4215406;Salto Veloso; 1.663 ; 4.390 ; 1 ; 3.446 ; 46.693.892 
4300901;Aratiba; 2.573 ; 6.477 ; 1 ; 3.445 ; 31.178.939 
