CD_MUN;NM_MUN; V06001 ; V06002 ; V06003 ; V06004 ; V06005 
3122504;Dom Cavati; 1.917 ; 4.870 ; 2 ; 1.969 ; 7.254.468 
3120201;Cristais; 4.494 ; 12.119 ; 2 ; 1.969 ; 8.498.676 
2603454;Camaragibe; 53.357 ; 147.459 ; 2 ; 1.968 ; 7.228.601 
4108700;Grandes Rios; 2.121 ; 5.606 ; 2 ; 1.968 ; 7.403.033 
4311734;Mampituba; 1.229 ; 3.119 ; 1 ; 1.968 ; 1.926.775 
3155306;Rio Manso; 2.176 ; 5.562 ; 2 ; 1.967 ; 3.451.286 
5217609;Planaltina; 35.179 ; 104.146 ; 2 ; 1.967 ; 5.584.215 
3204955;São Roque do Canaã; 4.095 ; 10.880 ; 2 ; 1.967 ; 2.938.401 
3503158;Arapeí; 885 ; 2.330 ; 2 ; 1.967 ; 14.298.103 
4118303;Paranapoema; 909 ; 2.394 ; 1 ; 1.966 ; 2.948.030 
4310652;Itati; 1.040 ; 2.627 ; 2 ; 1.966 ; 2.828.108 
3202702;Itaguaçu; 5.263 ; 13.581 ; 2 ; 1.966 ; 5.709.746 
3172103;Volta Grande; 1.672 ; 4.440 ; 2 ; 1.965 ; 5.221.078 
3104403;Argirita; 1.012 ; 2.687 ; 2 ; 1.965 ; 9.105.070 
3151305;Piraúba; 4.318 ; 11.572 ; 2 ; 1.965 ; 3.831.323 
5215256;Novo Planalto; 1.428 ; 3.710 ; 2 ; 1.964 ; 4.916.784 
3549508;São José da Bela Vista; 2.667 ; 7.597 ; 2 ; 1.964 ; 4.832.873 
5204854;Campo Limpo de Goiás; 2.696 ; 8.062 ; 2 ; 1.963 ; 4.068.603 
4314068;Passa Sete; 1.520 ; 3.945 ; 1 ; 1.963 ; 5.743.374 
3548401;Santópolis do Aguapeí; 1.470 ; 3.899 ; 2 ; 1.962 ; 4.402.199 
1716604;Peixe; 3.418 ; 9.286 ; 2 ; 1.962 ; 8.404.835 
1600154;Pedra Branca do Amapari; 3.201 ; 12.180 ; 5 ; 1.962 ; 7.113.212 
2503704;Cajazeiras; 22.351 ; 62.809 ; 2 ; 1.961 ; 8.017.452 
3150109;Piau; 1.088 ; 2.795 ; 2 ; 1.961 ; 7.652.455 
3120508;Cristina; 3.671 ; 10.330 ; 2 ; 1.961 ; 4.773.001 
1100130;Machadinho D'Oeste; 10.832 ; 30.407 ; 2 ; 1.961 ; 5.754.762 
4106803;Cruz Machado; 5.682 ; 15.945 ; 2 ; 1.960 ; 11.266.827 
1711100;Itaporã do Tocantins; 822 ; 2.366 ; 2 ; 1.960 ; 5.906.156 
3501509;Alvinlândia; 1.007 ; 2.885 ; 2 ; 1.960 ; 3.481.137 
1200252;Epitaciolândia; 6.477 ; 18.739 ; 2 ; 1.959 ; 16.866.080 
1721208;Tocantinópolis; 7.356 ; 22.344 ; 3 ; 1.959 ; 9.431.104 
3517307;Guaimbê; 2.053 ; 5.485 ; 2 ; 1.959 ; 2.299.117 
3133204;Itanhomi; 4.286 ; 11.120 ; 2 ; 1.958 ; 6.518.326 
5200258;Águas Lindas de Goiás; 74.456 ; 225.231 ; 2 ; 1.958 ; 23.931.390 
4113429;Lidianópolis; 1.534 ; 3.931 ; 1 ; 1.958 ; 4.739.509 
3134103;Itueta; 2.232 ; 6.050 ; 2 ; 1.957 ; 2.901.489 
2501104;Areia; 7.361 ; 22.581 ; 2 ; 1.956 ; 488.551.432 
1701101;Aparecida do Rio Negro; 1.659 ; 4.826 ; 2 ; 1.956 ; 8.410.922 
3116704;Coimbra; 2.833 ; 7.107 ; 2 ; 1.956 ; 2.996.755 
3516309;Francisco Morato; 57.668 ; 164.967 ; 2 ; 1.956 ; 186.674.609 
5212956;Matrinchã; 1.557 ; 4.014 ; 2 ; 1.955 ; 6.657.702 
4102505;Barbosa Ferraz; 4.306 ; 10.753 ; 1 ; 1.954 ; 4.138.537 
1718840;Sandolândia; 1.303 ; 3.679 ; 2 ; 1.954 ; 10.990.092 
1713304;Miranorte; 4.394 ; 12.654 ; 2 ; 1.954 ; 6.905.802 
4305132;Cerro Branco; 1.582 ; 3.800 ; 1 ; 1.953 ; 2.936.915 
3143807;Munhoz; 2.671 ; 7.438 ; 2 ; 1.953 ; 3.997.758 
4306379;Dilermando de Aguiar; 1.147 ; 2.806 ; 2 ; 1.952 ; 6.875.250 
5000906;Antônio João; 3.176 ; 9.293 ; 2 ; 1.951 ; 11.540.729 
3101631;Alfredo Vasconcelos; 2.464 ; 6.931 ; 2 ; 1.951 ; 5.201.827 
3162922;São Joaquim de Bicas; 10.617 ; 31.236 ; 2 ; 1.949 ; 5.635.785 
3204807;São José do Calçado; 4.265 ; 10.823 ; 2 ; 1.949 ; 4.964.776 
3526209;Juquitiba; 9.994 ; 27.273 ; 2 ; 1.948 ; 3.761.498 
3518909;Guzolândia; 1.630 ; 4.244 ; 2 ; 1.948 ; 2.922.362 
5206909;Davinópolis; 768 ; 1.899 ; 2 ; 1.948 ; 3.178.949 
1707207;Dois Irmãos do Tocantins; 2.290 ; 6.327 ; 2 ; 1.948 ; 6.276.018 
2100055;Açailândia; 34.374 ; 106.151 ; 2 ; 1.948 ; 5.903.244 
1722107;Xambioá; 3.510 ; 10.503 ; 2 ; 1.947 ; 9.189.064 
3203700;Muniz Freire; 6.712 ; 18.140 ; 2 ; 1.946 ; 5.238.500 
1506161;Rio Maria; 6.501 ; 18.364 ; 2 ; 1.946 ; 7.092.537 
2909802;Cruz das Almas; 21.726 ; 60.257 ; 2 ; 1.946 ; 8.171.537 
1502707;Conceição do Araguaia; 15.172 ; 44.534 ; 2 ; 1.945 ; 6.163.504 
3523305;Itariri; 5.654 ; 15.461 ; 2 ; 1.945 ; 5.506.262 
3130200;Igaratinga; 3.837 ; 10.768 ; 2 ; 1.945 ; 2.468.790 
4321352;Tavares; 2.146 ; 5.183 ; 2 ; 1.945 ; 3.451.980 
3162807;São João Evangelista; 5.619 ; 15.177 ; 2 ; 1.944 ; 19.132.576 
3169059;Tocos do Moji; 1.470 ; 3.824 ; 1 ; 1.943 ; 43.054.240 
1507755;Sapucaia; 1.776 ; 5.812 ; 3 ; 1.943 ; 56.385.375 
3167103;Serro; 7.317 ; 21.754 ; 3 ; 1.943 ; 38.922.766 
2917508;Jacobina; 30.907 ; 82.451 ; 2 ; 1.943 ; 45.742.442 
3515350;Euclides da Cunha Paulista; 3.022 ; 7.919 ; 2 ; 1.943 ; 5.792.388 
3161700;São Gonçalo do Abaeté; 2.691 ; 7.340 ; 2 ; 1.942 ; 5.471.775 
3103207;Araçaí; 826 ; 2.180 ; 2 ; 1.942 ; 16.190.091 
2610608;Paudalho; 18.909 ; 56.588 ; 2 ; 1.941 ; 17.367.661 
3104601;Astolfo Dutra; 5.177 ; 14.100 ; 2 ; 1.941 ; 3.734.966 
3301900;Itaboraí; 86.544 ; 223.786 ; 2 ; 1.941 ; 6.336.364 
3160959;São Domingos das Dores; 1.944 ; 5.619 ; 2 ; 1.941 ; 6.850.718 
5205513;Cocalzinho de Goiás; 8.982 ; 24.853 ; 2 ; 1.941 ; 4.931.219 
3116159;Chapada Gaúcha; 3.880 ; 12.306 ; 3 ; 1.940 ; 12.952.735 
1504109;Magalhães Barata; 2.490 ; 8.062 ; 3 ; 1.939 ; 900.808.308 
3149101;Pedralva; 3.885 ; 10.697 ; 2 ; 1.938 ; 4.035.554 
3544707;Sagres; 917 ; 2.469 ; 2 ; 1.938 ; 3.160.006 
3112000;Candeias; 5.419 ; 13.881 ; 1 ; 1.938 ; 5.733.787 
3540259;Pontalinda; 1.549 ; 4.121 ; 2 ; 1.938 ; 2.702.141 
3121308;Descoberto; 1.821 ; 4.898 ; 2 ; 1.937 ; 6.676.538 
3122801;Dom Viçoso; 1.174 ; 3.095 ; 2 ; 1.937 ; 5.114.708 
1700301;Aguiarnópolis; 1.436 ; 4.481 ; 2 ; 1.937 ; 9.469.619 
4320354;Sentinela do Sul; 2.109 ; 5.234 ; 2 ; 1.937 ; 4.379.215 
3112406;Capetinga; 2.384 ; 6.513 ; 2 ; 1.936 ; 4.136.141 
1714203;Natividade; 3.058 ; 8.726 ; 3 ; 1.936 ; 8.162.449 
5106505;Poconé; 10.365 ; 31.152 ; 3 ; 1.935 ; 4.764.099 
4123105;Santa Amélia; 1.290 ; 3.382 ; 2 ; 1.935 ; 4.958.130 
3138005;Laranjal; 2.294 ; 5.950 ; 2 ; 1.934 ; 8.594.438 
2405702;Jardim do Seridó; 4.467 ; 11.614 ; 1 ; 1.933 ; 9.104.637 
1505437;Ourilândia do Norte; 10.335 ; 32.170 ; 3 ; 1.933 ; 6.323.637 
3300951;Comendador Levy Gasparian; 3.015 ; 8.710 ; 2 ; 1.932 ; 2.982.092 
3306156;Varre-Sai; 3.627 ; 10.200 ; 2 ; 1.932 ; 11.587.159 
3118700;Coqueiral; 3.250 ; 8.981 ; 2 ; 1.932 ; 5.916.311 
3124500;Estiva; 4.198 ; 11.468 ; 2 ; 1.932 ; 2.800.487 
2928703;Santo Antônio de Jesus; 38.240 ; 102.764 ; 2 ; 1.931 ; 9.026.093 
3156809;Sabinópolis; 5.192 ; 14.195 ; 2 ; 1.931 ; 77.693.756 
3102308;Alvinópolis; 5.592 ; 15.019 ; 2 ; 1.930 ; 7.015.715 
3532306;Natividade da Serra; 2.838 ; 6.989 ; 2 ; 1.930 ; 8.410.916 
1302108;Japurá; 1.723 ; 8.710 ; 8 ; 1.930 ; 8.648.790 
3153707;Quartel Geral; 1.302 ; 3.161 ; 2 ; 1.928 ; 6.179.023 
3170503;Urucânia; 3.566 ; 10.573 ; 2 ; 1.927 ; 4.061.853 
3145851;Oratórios; 1.658 ; 4.913 ; 2 ; 1.927 ; 7.614.261 
3534807;Ouro Verde; 2.929 ; 7.779 ; 2 ; 1.927 ; 3.807.546 
5215231;Novo Gama; 34.251 ; 103.562 ; 2 ; 1.926 ; 3.322.563 
4117206;Nova Olímpia; 2.262 ; 5.822 ; 1 ; 1.926 ; 2.995.966 
4322525;Vale Verde; 1.294 ; 3.150 ; 1 ; 1.926 ; 5.084.147 
5201603;Araçu; 1.528 ; 3.759 ; 2 ; 1.924 ; 4.224.463 
5214705;Nova América; 904 ; 2.319 ; 2 ; 1.923 ; 6.053.098 
3166907;Serrania; 2.743 ; 7.593 ; 2 ; 1.923 ; 3.019.011 
3507159;Bom Sucesso de Itararé; 1.172 ; 3.543 ; 2 ; 1.921 ; 3.362.760 
3115003;Cascalho Rico; 1.058 ; 2.685 ; 2 ; 1.921 ; 3.800.857 
3301157;Cardoso Moreira; 4.984 ; 12.936 ; 2 ; 1.920 ; 5.632.123 
1303536;Presidente Figueiredo; 9.354 ; 30.484 ; 3 ; 1.919 ; 8.104.126 
1702554;Augustinópolis; 5.667 ; 17.405 ; 2 ; 1.919 ; 19.780.535 
1708254;Tabocão; 1.145 ; 3.451 ; 2 ; 1.919 ; 4.501.312 
3154002;Raul Soares; 8.893 ; 23.344 ; 2 ; 1.919 ; 5.646.762 
1705557;Combinado; 1.741 ; 4.732 ; 2 ; 1.918 ; 6.165.709 
3505401;Barra do Turvo; 2.562 ; 6.833 ; 2 ; 1.918 ; 4.925.570 
1304062;Tabatinga; 13.821 ; 66.353 ; 8 ; 1.918 ; 511.278.586 
3154606;Ribeirão das Neves; 113.080 ; 322.616 ; 2 ; 1.917 ; 3.108.275 
4111308;Itaúna do Sul; 1.313 ; 3.572 ; 2 ; 1.917 ; 2.871.454 
3202454;Ibatiba; 9.296 ; 25.369 ; 2 ; 1.916 ; 6.445.322 
3136603;Nova União; 2.172 ; 5.899 ; 2 ; 1.914 ; 3.169.913 
4126207;Sapopema; 2.401 ; 6.652 ; 2 ; 1.914 ; 4.062.978 
3111903;Cana Verde; 1.942 ; 5.239 ; 2 ; 1.914 ; 4.960.967 
3135902;Jesuânia; 1.914 ; 5.096 ; 2 ; 1.913 ; 12.970.739 
3153509;Alto Jequitibá; 3.249 ; 8.351 ; 1 ; 1.912 ; 54.042.289 
3503356;Arco-Íris; 731 ; 2.037 ; 2 ; 1.912 ; 1.781.317 
2304202;Crato; 44.595 ; 130.774 ; 2 ; 1.910 ; 7.527.234 
1303569;Rio Preto da Eva; 7.791 ; 24.825 ; 4 ; 1.909 ; 607.897.970 
3528700;Marabá Paulista; 1.381 ; 3.496 ; 1 ; 1.908 ; 2.231.578 
4307104;Herval; 2.668 ; 6.170 ; 2 ; 1.907 ; 9.124.405 
2211209;Uruçuí; 7.639 ; 25.182 ; 3 ; 1.906 ; 7.465.820 
3155009;Rio Doce; 921 ; 2.484 ; 2 ; 1.906 ; 6.448.979 
4211058;Monte Carlo; 3.167 ; 9.107 ; 2 ; 1.905 ; 2.822.543 
1720655;Silvanópolis; 1.728 ; 5.108 ; 3 ; 1.904 ; 6.124.412 
2104057;Estreito; 10.763 ; 33.268 ; 2 ; 1.904 ; 9.612.296 
3540853;Pracinha; 539 ; 1.419 ; 2 ; 1.904 ; 2.394.947 
3135704;Jequitibá; 2.242 ; 5.862 ; 2 ; 1.903 ; 6.981.543 
3171808;Virginópolis; 3.742 ; 10.292 ; 2 ; 1.902 ; 5.262.003 
5007950;Tacuru; 3.242 ; 10.786 ; 4 ; 1.901 ; 10.799.287 
2918407;Juazeiro; 78.818 ; 236.763 ; 2 ; 1.901 ; 8.423.426 
3120607;Crucilândia; 2.115 ; 5.323 ; 1 ; 1.901 ; 3.766.847 
3128501;Guarará; 1.150 ; 3.149 ; 2 ; 1.900 ; 5.657.645 
3130507;Ilicínea; 4.616 ; 12.715 ; 2 ; 1.899 ; 6.465.754 
4311254;Lagoão; 2.030 ; 5.331 ; 1 ; 1.899 ; 5.867.651 
3119104;Corinto; 8.668 ; 23.403 ; 2 ; 1.899 ; 4.177.471 
3163102;São José da Varginha; 1.739 ; 4.531 ; 2 ; 1.898 ; 7.841.459 
4107124;Diamante do Sul; 1.183 ; 3.171 ; 2 ; 1.897 ; 10.475.799 
2301901;Barbalha; 24.126 ; 74.900 ; 2 ; 1.897 ; 13.652.445 
3144375;Natalândia; 1.299 ; 3.517 ; 2 ; 1.897 ; 2.063.381 
5200852;Americano do Brasil; 2.107 ; 5.247 ; 2 ; 1.896 ; 5.190.765 
5214804;Nova Aurora; 832 ; 2.087 ; 2 ; 1.896 ; 5.165.698 
3302304;Laje do Muriaé; 2.728 ; 7.335 ; 2 ; 1.895 ; 7.587.654 
3107505;Bom Jardim de Minas; 2.680 ; 6.757 ; 2 ; 1.894 ; 2.783.165 
3117702;Conceição do Rio Verde; 4.567 ; 12.471 ; 2 ; 1.894 ; 4.508.274 
4204178;Cerro Negro; 1.197 ; 3.317 ; 2 ; 1.894 ; 3.559.480 
3305109;São João de Meriti; 168.765 ; 440.714 ; 2 ; 1.893 ; 4.481.976 
5221452;Trombas; 1.223 ; 3.116 ; 2 ; 1.892 ; 2.406.148 
3120805;Cruzília; 5.763 ; 15.271 ; 2 ; 1.892 ; 5.211.814 
3525805;Júlio Mesquita; 1.562 ; 4.254 ; 2 ; 1.892 ; 2.142.944 
1702208;Araguatins; 10.210 ; 31.834 ; 3 ; 1.892 ; 19.572.261 
3137403;Lagoa Dourada; 4.109 ; 12.745 ; 2 ; 1.892 ; 5.044.082 
3204005;Pancas; 7.140 ; 18.872 ; 2 ; 1.892 ; 5.449.453 
3551801;Sete Barras; 4.480 ; 12.685 ; 2 ; 1.891 ; 4.411.923 
3543253;Ribeirão Grande; 2.669 ; 7.443 ; 2 ; 1.891 ; 1.934.179 
1400506;São João da Baliza; 2.600 ; 8.685 ; 3 ; 1.891 ; 5.758.916 
2927705;Santa Cruz Cabrália; 10.434 ; 28.741 ; 2 ; 1.891 ; 5.260.869 
3127370;Goiabeira; 1.141 ; 2.830 ; 2 ; 1.890 ; 13.288.064 
3501400;Álvaro de Carvalho; 1.168 ; 3.151 ; 2 ; 1.890 ; 4.061.078 
5210307;Israelândia; 1.030 ; 2.502 ; 1 ; 1.890 ; 3.727.637 
3140407;Marmelópolis; 1.189 ; 3.196 ; 2 ; 1.890 ; 6.834.143 
4203154;Calmon; 1.127 ; 3.439 ; 2 ; 1.887 ; 2.322.990 
3305133;São José de Ubá; 2.680 ; 7.065 ; 2 ; 1.887 ; 6.876.969 
5220009;São João d'Aliança; 4.260 ; 13.526 ; 4 ; 1.887 ; 8.764.784 
1301209;Coari; 17.528 ; 70.303 ; 5 ; 1.886 ; 2.551.658.185 
1712702;Mateiros; 805 ; 2.700 ; 4 ; 1.886 ; 5.490.118 
3122405;Divisa Nova; 2.086 ; 5.831 ; 2 ; 1.885 ; 6.145.089 
3106309;Belo Oriente; 8.096 ; 23.907 ; 2 ; 1.885 ; 2.854.345 
4117214;Nova Santa Bárbara; 1.600 ; 4.184 ; 2 ; 1.885 ; 2.272.176 
5214903;Nova Roma; 1.153 ; 3.056 ; 2 ; 1.884 ; 6.098.507 
5219753;Santo Antônio do Descoberto; 24.174 ; 71.859 ; 2 ; 1.884 ; 4.196.287 
4318507;São José do Norte; 10.190 ; 25.355 ; 2 ; 1.883 ; 2.958.626 
3305703;Sumidouro; 5.884 ; 15.183 ; 1 ; 1.883 ; 3.029.146 
4128302;Uniflor; 805 ; 2.135 ; 1 ; 1.883 ; 2.011.616 
1301704;Humaitá; 14.316 ; 56.836 ; 6 ; 1.882 ; 8.424.371 
1400209;Caracaraí; 6.063 ; 20.759 ; 4 ; 1.881 ; 187.889.944 
4322152;Tunas; 1.398 ; 3.664 ; 1 ; 1.881 ; 5.459.804 
5219456;Santa Rita do Novo Destino; 1.020 ; 2.679 ; 2 ; 1.880 ; 5.162.048 
1719004;Santa Tereza do Tocantins; 853 ; 2.781 ; 3 ; 1.880 ; 8.793.401 
1505635;Piçarra; 4.072 ; 12.822 ; 2 ; 1.880 ; 4.065.999 
3305158;São José do Vale do Rio Preto; 8.262 ; 22.067 ; 2 ; 1.880 ; 5.910.373 
4314027;Paraíso do Sul; 2.617 ; 6.468 ; 2 ; 1.879 ; 2.903.375 
3129004;Guiricema; 3.039 ; 7.761 ; 1 ; 1.879 ; 6.244.895 
4123204;Santa Cecília do Pavão; 1.301 ; 3.343 ; 2 ; 1.876 ; 4.790.074 
2601201;Arcoverde; 27.693 ; 76.761 ; 2 ; 1.876 ; 7.646.046 
3302502;Magé; 82.884 ; 225.984 ; 2 ; 1.875 ; 6.872.506 
3542800;Ribeira; 1.163 ; 3.130 ; 2 ; 1.875 ; 6.570.515 
3100302;Abre Campo; 4.896 ; 13.603 ; 2 ; 1.874 ; 5.578.644 
5205307;Cavalcante; 3.482 ; 9.543 ; 3 ; 1.874 ; 6.148.757 
1713601;Monte do Carmo; 1.929 ; 5.686 ; 3 ; 1.874 ; 10.941.389 
2921906;Mucugê; 4.219 ; 12.056 ; 2 ; 1.873 ; 11.656.514 
3523701;Itirapuã; 2.005 ; 5.756 ; 2 ; 1.873 ; 2.241.593 
3540754;Potim; 5.736 ; 17.508 ; 2 ; 1.873 ; 2.275.781 
3165800;Senador José Bento; 792 ; 2.068 ; 2 ; 1.872 ; 2.354.616 
3200706;Atílio Vivácqua; 3.844 ; 10.522 ; 2 ; 1.872 ; 5.122.258 
2401107;Areia Branca; 8.177 ; 24.063 ; 2 ; 1.871 ; 2.942.018 
3119203;Coroaci; 3.298 ; 10.870 ; 3 ; 1.870 ; 5.444.184 
2932903;Valença; 32.287 ; 85.246 ; 2 ; 1.870 ; 978.729.467 
3123304;Dores do Turvo; 1.890 ; 4.976 ; 2 ; 1.870 ; 6.387.330 
3200508;Apiacá; 2.746 ; 7.223 ; 2 ; 1.869 ; 4.551.603 
3103603;Arantina; 1.112 ; 2.915 ; 2 ; 1.868 ; 3.958.175 
1710508;Itacajá; 2.150 ; 6.767 ; 3 ; 1.868 ; 6.788.452 
1703305;Bom Jesus do Tocantins; 1.337 ; 4.037 ; 2 ; 1.868 ; 8.547.334 
2307304;Juazeiro do Norte; 97.371 ; 284.369 ; 2 ; 1.868 ; 6.565.466 
1721109;Tocantínia; 1.909 ; 6.978 ; 5 ; 1.867 ; 7.636.617 
3164001;São Pedro dos Ferros; 2.635 ; 7.134 ; 2 ; 1.867 ; 6.417.852 
3131158;Ipaba; 5.747 ; 15.946 ; 2 ; 1.866 ; 2.443.395 
5213053;Mimoso de Goiás; 980 ; 2.614 ; 2 ; 1.866 ; 3.320.217 
4110300;Inajá; 995 ; 2.532 ; 2 ; 1.866 ; 2.273.000 
3142106;Miradouro; 3.531 ; 8.937 ; 2 ; 1.866 ; 10.444.044 
3104502;Arinos; 6.166 ; 17.205 ; 2 ; 1.866 ; 5.573.917 
4100103;Abatiá; 2.711 ; 7.194 ; 2 ; 1.865 ; 2.434.193 
3202009;Dores do Rio Preto; 2.484 ; 6.587 ; 2 ; 1.865 ; 4.627.545 
5221577;Uirapuru; 1.069 ; 2.797 ; 2 ; 1.864 ; 4.140.241 
3128808;Guidoval; 2.764 ; 7.103 ; 2 ; 1.864 ; 2.337.616 
3129202;Heliodora; 2.322 ; 6.103 ; 2 ; 1.864 ; 3.504.592 
3305901;Trajano de Moraes; 3.892 ; 10.241 ; 2 ; 1.862 ; 3.392.169 
3113701;Carlos Chagas; 7.119 ; 18.495 ; 2 ; 1.862 ; 9.729.140 
1600238;Ferreira Gomes; 1.795 ; 6.645 ; 4 ; 1.861 ; 10.360.050 
3202108;Ecoporanga; 8.610 ; 21.908 ; 2 ; 1.860 ; 5.031.817 
3204302;Presidente Kennedy; 5.114 ; 13.647 ; 2 ; 1.860 ; 5.477.249 
1507102;São Caetano de Odivelas; 5.158 ; 16.591 ; 3 ; 1.860 ; 1.892.116.680 
3204054;Pedro Canário; 7.801 ; 21.501 ; 2 ; 1.859 ; 6.025.215 
3200359;Alto Rio Novo; 2.865 ; 7.428 ; 2 ; 1.859 ; 4.888.919 
2313005;Solonópole; 6.590 ; 18.172 ; 2 ; 1.856 ; 1.032.491.825 
3200169;Água Doce do Norte; 4.595 ; 12.032 ; 2 ; 1.856 ; 4.589.279 
4301750;Barão do Triunfo; 2.409 ; 5.878 ; 2 ; 1.856 ; 4.093.447 
1700350;Aliança do Tocantins; 1.849 ; 5.134 ; 2 ; 1.856 ; 9.741.083 
2204501;Guadalupe; 3.336 ; 10.232 ; 2 ; 1.856 ; 6.226.203 
1500503;Almeirim; 9.091 ; 34.064 ; 4 ; 1.854 ; 12.342.868 
3145505;Olímpio Noronha; 942 ; 2.554 ; 2 ; 1.854 ; 5.494.194 
3107000;Biquinhas; 1.027 ; 2.383 ; 1 ; 1.852 ; 8.666.587 
5212055;Jesúpolis; 833 ; 2.123 ; 2 ; 1.852 ; 5.571.234 
3120409;Cristiano Otoni; 1.621 ; 4.667 ; 2 ; 1.852 ; 7.058.670 
3139706;Maravilhas; 2.527 ; 7.326 ; 2 ; 1.851 ; 5.188.452 
1718865;Santa Fé do Araguaia; 2.361 ; 7.145 ; 3 ; 1.851 ; 5.075.046 
3124005;Ervália; 7.668 ; 20.115 ; 2 ; 1.851 ; 4.865.533 
3150208;Piedade de Ponte Nova; 1.322 ; 3.950 ; 2 ; 1.851 ; 3.583.187 
1400472;Rorainópolis; 10.029 ; 32.380 ; 3 ; 1.851 ; 7.750.588 
1503804;Jacundá; 12.607 ; 37.664 ; 2 ; 1.850 ; 762.450.846 
3148905;Pedra do Indaiá; 1.533 ; 4.107 ; 2 ; 1.850 ; 2.899.310 
3305604;Silva Jardim; 7.878 ; 21.275 ; 2 ; 1.850 ; 4.492.860 
4320677;Sinimbu; 3.206 ; 8.558 ; 2 ; 1.850 ; 3.364.059 
3111309;Campo do Meio; 4.075 ; 11.324 ; 2 ; 1.850 ; 4.596.867 
1720499;São Valério; 1.695 ; 4.413 ; 2 ; 1.849 ; 14.083.037 
4317004;Santana da Boa Vista; 3.043 ; 7.017 ; 1 ; 1.849 ; 4.257.592 
4319364;São Pedro das Missões; 671 ; 1.755 ; 1 ; 1.849 ; 5.249.862 
3161205;São Francisco de Paula; 2.288 ; 6.187 ; 2 ; 1.848 ; 4.631.993 
1507458;São Geraldo do Araguaia; 7.711 ; 24.153 ; 3 ; 1.847 ; 7.365.391 
3115607;Cedro do Abaeté; 449 ; 1.081 ; 1 ; 1.847 ; 2.286.603 
3201159;Brejetuba; 4.535 ; 12.977 ; 2 ; 1.847 ; 3.844.151 
1703909;Caseara; 1.629 ; 4.818 ; 3 ; 1.847 ; 12.519.101 
1716653;Pequizeiro; 1.706 ; 4.921 ; 2 ; 1.845 ; 5.033.315 
1300607;Benjamin Constant; 7.731 ; 37.474 ; 8 ; 1.845 ; 1.276.618.234 
3122009;Divino; 7.694 ; 20.494 ; 2 ; 1.845 ; 6.840.741 
3116407;Claraval; 1.661 ; 4.638 ; 2 ; 1.844 ; 2.028.082 
1718758;Rio Sono; 1.661 ; 4.834 ; 2 ; 1.844 ; 14.615.715 
1100809;Candeias do Jamari; 7.428 ; 22.276 ; 2 ; 1.843 ; 6.044.449 
3118908;Cordisburgo; 2.965 ; 7.526 ; 2 ; 1.843 ; 29.234.918 
5100508;Alto Paraguai; 3.012 ; 7.995 ; 2 ; 1.842 ; 4.695.468 
3103405;Araçuaí; 12.188 ; 34.101 ; 2 ; 1.842 ; 6.565.329 
4113759;Lunardelli; 1.898 ; 4.872 ; 2 ; 1.842 ; 3.915.580 
3123007;Dores de Campos; 3.675 ; 10.005 ; 2 ; 1.841 ; 2.570.996 
1720853;Sucupira; 591 ; 1.577 ; 2 ; 1.841 ; 6.727.124 
3204500;Santa Leopoldina; 4.951 ; 13.100 ; 2 ; 1.841 ; 3.729.159 
4124707;São Jerônimo da Serra; 3.949 ; 10.797 ; 2 ; 1.840 ; 5.192.874 
4106555;Corumbataí do Sul; 1.468 ; 3.757 ; 1 ; 1.839 ; 2.212.858 
4105201;Cerro Azul; 5.838 ; 16.125 ; 2 ; 1.839 ; 8.227.240 
3305307;São Sebastião do Alto; 2.926 ; 7.742 ; 2 ; 1.837 ; 6.572.668 
3305000;São João da Barra; 14.443 ; 36.454 ; 2 ; 1.837 ; 3.800.097 
3554201;Tejupá; 1.434 ; 4.127 ; 2 ; 1.836 ; 2.462.407 
3167608;Simonésia; 7.016 ; 19.663 ; 2 ; 1.835 ; 12.910.280 
3101706;Almenara; 14.479 ; 40.056 ; 2 ; 1.835 ; 7.380.187 
1502772;Curionópolis; 6.416 ; 19.942 ; 3 ; 1.834 ; 8.407.382 
4110201;Inácio Martins; 3.294 ; 9.660 ; 2 ; 1.834 ; 6.109.411 
3129301;Iapu; 4.054 ; 12.002 ; 3 ; 1.834 ; 6.201.143 
3521200;Iporanga; 1.435 ; 3.970 ; 2 ; 1.833 ; 3.436.116 
1200104;Brasiléia; 8.665 ; 25.931 ; 2 ; 1.833 ; 7.871.283 
1502202;Capanema; 23.057 ; 70.216 ; 2 ; 1.832 ; 7.083.105 
3125309;Faria Lemos; 1.186 ; 3.186 ; 2 ; 1.830 ; 3.557.289 
2109908;Santa Inês; 26.884 ; 84.778 ; 3 ; 1.830 ; 7.618.711 
1715101;Novo Acordo; 1.325 ; 3.939 ; 3 ; 1.830 ; 10.102.462 
2408904;Parelhas; 7.753 ; 21.436 ; 2 ; 1.828 ; 5.453.480 
3121506;Desterro do Melo; 1.149 ; 2.974 ; 2 ; 1.828 ; 38.970.481 
3107703;Bom Jesus do Amparo; 1.974 ; 5.626 ; 2 ; 1.827 ; 4.020.357 
2918001;Jequié; 57.855 ; 158.203 ; 2 ; 1.826 ; 10.838.076 
3201803;Divino de São Lourenço; 1.902 ; 5.076 ; 2 ; 1.825 ; 3.722.864 
2108207;Pedreiras; 12.099 ; 36.805 ; 2 ; 1.824 ; 7.319.709 
1706258;Crixás do Tocantins; 508 ; 1.462 ; 2 ; 1.824 ; 2.289.505 
